rank,nome,avaliacao
979,Tidal Blades: Heroes of the Reef,7.71
980,Witness,7.28
981,Yggdrasil,7.04
982,Deep Space D-6,7.24
983,Warhammer Quest,7.48
984,Explorers of the North Sea,7.32
985,Sons of Anarchy: Men of Mayhem,7.28
986,No Retreat! The Russian Front,7.78
987,Coconuts,7.04
988,Domaine,6.99
989,Honshū,6.96
990,Animal Upon Animal,6.81
991,Automania,7.33
992,Tsuro,6.67
993,Abomination: The Heir of Frankenstein,7.50
994,1812: The Invasion of Canada,7.33
995,Chimera Station,7.31
996,Shadow Hunters,6.82
997,"Julius Caesar: Caesar, Pompey, and the Roman Civil War",7.79
998,Wendake,7.52
999,Watson & Holmes,7.32
1000,Unlock!: Escape Adventures – Squeek & Sausage,7.18
1001,Merlin,7.13
1002,Cockroach Poker,6.75
1003,Orchard: A 9 card solitaire game,7.44
1004,Fortune and Glory: The Cliffhanger Game,7.10
1005,For the People,7.77
1006,Mottainai,7.03
1007,Little Town,7.26
1008,Quarto,6.86
1009,Legend of the Five Rings: The Card Game,7.42
1010,Whistle Stop,7.11
1011,Outfoxed!,7.19
1012,Loopin' Louie,6.76
1013,Andean Abyss,7.62
1014,Haggis,6.97
1015,Princes of the Renaissance,7.34
1016,Ticket to Ride: London,7.17
1017,Legacy of Dragonholt,7.26
1018,Level 7 [Omega Protocol],7.46
1019,The Prodigals Club,7.31
1020,Unfathomable,7.88
1021,The Reckoners,7.73
1022,Caylus Magna Carta,6.91
1023,Rallyman: GT,7.31
1024,Risk: Star Wars Edition,7.02
1025,Tiny Epic Dinosaurs,7.41
1026,Primordial Soup,6.93
1027,Power Grid: Factory Manager,6.85
1028,Steam Park,6.86
1029,Claustrophobia 1643,8.06
1030,Unlock!: Epic Adventures,7.84
1031,Vanuatu,7.21
1032,Plague Inc.: The Board Game,7.46
1033,Manoeuvre,7.29
1034,Forum Trajanum,7.28
1035,Jump Drive,7.02
1036,Insider,7.10
1037,Vikings Gone Wild,7.17
1038,Catan Card Game,6.71
1039,Men at Work,7.30
1040,Witch's Brew,7.01
1041,Encore!,7.00
1042,La Isla,6.87
1043,Duelosaur Island,7.14
1044,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,7.30
1045,Dominant Species: Marine,8.17
1046,Blueprints,6.81
1047,Hansa,6.88
1048,Escape Room: The Game,7.01
1049,Machi Koro,6.62
1050,Kraftwagen,7.25
1051,Dead Men Tell No Tales,7.12
1052,Fleet,6.88
1053,Exit: The Game – The Sinister Mansion,7.38
1054,Three Kingdoms Redux,7.89
1055,Ninjato,7.18
1056,Fairy Tale,6.72
1057,Peloponnes,7.12
1058,Merchants Cove,7.67
1059,Rise of Augustus,6.74
1060,Agra,7.34
1061,Crisis,7.54
1062,Colossal Arena,6.77
1063,Hamburgum,7.05
1064,Strasbourg,7.17
1065,Maquis,7.41
1066,Fog of Love,6.82
1067,Sushi Roll,7.11
1068,Street Masters,8.15
1069,Mythos Tales,7.41
1070,Council of 4,7.18
1071,Cleopatra and the Society of Architects,6.80
1072,GIPF,7.09
1073,Escape from the Aliens in Outer Space,6.94
1074,Fief: France 1429,7.45
1075,Stick 'Em,7.04
1076,Thunderbolt Apache Leader,8.04
1077,Carcassonne: South Seas,7.07
1078,New York 1901,6.82
1079,Tawantinsuyu: The Inca Empire,7.60
1080,The Game,6.71
1081,Zombicide: 2nd Edition,8.15
1082,Yedo: Deluxe Master Set,8.07
1083,Hacienda,6.93
1084,Alma Mater,7.53
1085,Fallout,6.93
1086,Ultimate Werewolf: Ultimate Edition,7.00
1087,A Touch of Evil: The Supernatural Game,6.97
1088,The Golden Ages,7.27
1089,Tiny Epic Zombies,7.00
1090,Blokus Duo,6.83
1091,CuBirds,6.97
1092,Warp's Edge,7.88
1093,Ponzi Scheme,7.18
1094,Trains: Rising Sun,7.44
1095,Santiago de Cuba,6.90
1096,The Castles of Tuscany,7.34
1097,Arkadia,6.91
1098,Poker,6.72
1099,Smash Up: It's Your Fault!,7.53
1100,Mission: Red Planet,6.90
1101,Medieval Academy,6.95
1102,Java,7.01
1103,Dungeon Fighter,6.82
1104,Liberty or Death: The American Insurrection,7.82
1105,Set a Watch,7.31
1106,Keythedral,7.05
1107,Obscurio,7.22
1108,A Game of Thrones: The Card Game,6.83
1109,Rise of Tribes,7.20
1110,Castle Panic,6.65
1111,Planet Steam,7.12
1112,Circle the Wagons,7.15
1113,"The Hunters: German U-Boats at War, 1939-43",7.77
1114,Liberté,7.12
1115,Imperium: Legends,7.99
1116,The Werewolves of Miller's Hollow,6.72
1117,Merchant of Venus,7.14
1118,Dungeon Twister,6.81
1119,Guildhall,6.91
1120,Carcassonne: Winter Edition,7.50
1121,On Tour,7.01
1122,BattleTech,7.07
1123,Hostage Negotiator,6.86
1124,Thunderbirds,7.55
1125,Conflict of Heroes: Storms of Steel! – Kursk 1943,7.71
1126,Clever Cubed,7.63
1127,Viceroy,6.82
1128,Sentient,7.23
1129,Catacombs,7.08
1130,Cartographers Heroes,7.99
1131,Rattus,6.78
1132,Rallyman,7.20
1133,Evo,6.87
1134,Elfenland,6.69
1135,Castell,7.49
1136,Exit: The Game – The Sunken Treasure,7.09
1137,Ulm,7.04
1138,Dark Moon,7.01
1139,Medina,7.01
1140,Rialto,6.91
1141,Odin's Ravens (Second Edition),7.04
1142,Star Wars: Legion,8.02
1143,Royals,7.16
1144,Axis & Allies Europe 1940,7.57
1145,The Magic Labyrinth,6.82
1146,Sylvion,7.10
1147,Betrayal at Baldur's Gate,7.13
1148,Ubongo,6.70
1149,Folklore: The Affliction,7.78
1150,Cockroach Poker Royal,7.05
1151,Boonlake,7.85
1152,Timeline: Inventions,6.71
1153,Railroad Ink Challenge: Lush Green Edition,7.84
1154,Dead Man's Draw,6.85
1155,Heroes of Normandie,7.46
1156,Spirits of the Wild,7.36
1157,Dale of Merchants 2,7.33
1158,UBOOT: The Board Game,7.70
1159,Claim,7.00
1160,Fireball Island: The Curse of Vul-Kar,6.86
1161,So Clover!,7.62
1162,New Angeles,7.12
1163,Fire & Axe: A Viking Saga,7.00
1164,Eat Poop You Cat,7.45
1165,Maximum Apocalypse,7.58
1166,Copenhagen,7.15
1167,KeyForge: Age of Ascension,7.33
1168,Cartagena,6.69
1169,Qwinto,7.03
1170,Titan,6.97
1171,Advanced Squad Leader: Starter Kit #2,7.95
1172,Saboteur,6.56
1173,Oriflamme,7.19
1174,Rajas of the Ganges: The Dice Charmers,7.61
1175,Mega Civilization,8.24
1176,Villages of Valeria,7.03
1177,Hellboy: The Board Game,7.90
1178,Exit: The Game – The Forgotten Island,6.98
1179,Mysterium Park,7.29
1180,Tournay,6.99
1181,Keyper,7.33
1182,The Captain Is Dead,7.12
1183,Wings of War: Famous Aces,6.86
1184,Mariposas,6.98
1185,Ghost Blitz,6.71
1186,Star Trek: Catan,7.01
1187,Conspiracy: Abyss Universe,7.37
1188,Bitoku,8.06
1189,TransAmerica,6.67
1190,Starship Catan,6.84
1191,Fearsome Floors,6.67
1192,The Little Prince: Make Me a Planet,6.91
1193,Mystery Rummy: Jack the Ripper,6.95
1194,Mykerinos,6.85
1195,XenoShyft: Onslaught,6.94
1196,One Deck Dungeon: Forest of Shadows,7.18
1197,Doom: The Boardgame,6.86
1198,Unlock!: Escape Adventures – The Formula,7.03
1199,The Starfarers of Catan,6.81
1200,Warsaw: City of Ruins,7.33
1201,Unlock!: Escape Adventures – The Formula,7.03
1202,The Staufer Dynasty,7.16
1203,Merkator,7.04
1204,Unearth,6.89
1205,Porta Nigra,7.18
1206,The Adventures of Robin Hood,7.84
1207,Spot it!,6.60
1208,Say Anything,6.73
1209,Murano,7.20
1210,Room 25,6.73
1211,The Castles of Burgundy: The Dice Game,6.91
1212,18Chesapeake,7.85
1213,1862: Railway Mania in the Eastern Counties,8.28
1214,Cosmic Encounter,6.91
1215,Stronghold: 2nd edition,7.48
1216,Kahuna,6.62
1217,7 Wonders: Architects,7.07
1218,Exit: The Game – The Polar Station,6.92
1219,Asara,7.00
1220,Rum & Bones: Second Tide,7.66
1221,Gravwell: Escape from the 9th Dimension,6.90
1222,Heroes of Terrinoth,7.34
1223,Small World of Warcraft,7.50
1224,Pictomania (Second Edition),7.58
1225,Spicy,7.22
1226,Startups,7.14
1227,Escape Tales: The Awakening,7.14
1228,Dinosaur World,7.58
1229,Deep Madness,7.90
1230,Wyatt Earp,6.83
1231,Gloom of Kilforth: A Fantasy Quest Game,7.60
1232,Manhattan,6.72
1233,Warrior Knights,6.87
1234,Dice City,6.76
1235,Coloma,7.40
1236,Amyitis,6.92
1237,High Frontier 4 All,8.55
1238,Fallout Shelter: The Board Game,7.31
1239,Barony,7.08
1240,Agricola: Family Edition,7.11
1241,Ascending Empires,7.18
1242,Aton,6.87
1243,Valley of the Kings: Afterlife,7.26
1244,Guillotine,6.53
1245,DC Comics Deck-Building Game: Heroes Unite,7.39
1246,NEOM,7.36
1247,Balloon Cup,6.68
1248,Timeline: Events,6.77
1249,Pioneer Days,7.29
1250,Galaxy Defenders,7.45
1251,Edge of Darkness,7.53
1252,Viral,6.98
1253,Kingdom Rush: Rift in Time,7.58
1254,Rune Age,6.81
1255,Museum,7.23
1256,Mascarade,6.60
1257,Super-Skill Pinball: 4-Cade,7.28
1258,Bullet♥︎,7.75
1259,Tides of Time,6.63
1260,Exit: The Game – The Mysterious Museum,7.18
1261,Blue Moon,6.70
1262,Star Wars: Epic Duels,7.01
1263,Medina (Second Edition),7.21
1264,De Vulgari Eloquentia,7.21
1265,Ca$h 'n Gun$,6.57
1266,Le Havre: The Inland Port,6.83
1267,Meuterer,6.88
1268,Lost Cities: The Board Game,6.79
1269,Werewords Deluxe Edition,7.58
1270,Turn the Tide,6.77
1271,Vampire: The Eternal Struggle,7.22
1272,Walking in Burano,7.17
1273,The LOOP,7.91
1274,Imhotep: The Duel,7.12
1275,Naga Raja,7.20
1276,Pax Renaissance: 2nd Edition,8.66
1277,MicroMacro: Crime City – Full House,7.93
1278,Bausack,6.81
1279,Löwenherz,7.03
1280,Nothing Personal,7.06
1281,Roma,6.76
1282,Axis & Allies Pacific 1940,7.51
1283,Calimala,7.19
1284,Aladdin's Dragons,6.90
1285,Carnival of Monsters,7.29
1286,Haspelknecht: The Story of Early Coal Mining,7.25
1287,V-Sabotage,7.76
1288,Kodama: The Tree Spirits,6.72
1289,Wallenstein (Second Edition),7.59
1290,Paris,7.32
1291,Here I Stand: 500th Anniversary Edition,8.59
1292,Advanced Squad Leader: Starter Kit #3,8.03
1293,Necromunda,7.31
1294,Kremlin,6.96
1295,D-Day Dice,6.83
1296,Blokus 3D,6.79
1297,Solenia,7.09
1298,Imagine,6.90
1299,Quoridor,6.66
1300,Onirim,6.65
1301,Faiyum,7.62
1302,Yomi,6.96
1303,Pickomino,6.57
1304,Tides of Madness,6.81
1305,Dungeons & Dragons: Temple of Elemental Evil Board Game,7.40
1306,Factory Fun,6.81
1307,Middle-earth,7.30
1308,Fields of Fire,7.86
1309,Carolus Magnus,6.82
1310,Robo Rally,7.04
1311,Antike II,7.47
1312,Patchistory,7.11
1313,Flick of Faith,7.46
1314,Beasty Bar,6.82
1315,Sleuth,6.91
1316,Tramways,7.43
1317,DOOM: The Board Game,7.46
1318,Traders of Osaka,6.83
1319,Carnegie,7.73
1320,Sword of Rome,7.33
1321,Back to the Future: Back in Time,7.32
1322,Blokus Trigon,6.89
1323,Timeline: General Interest,6.78
1324,Sun Tzu,7.05
1325,Coup: Rebellion G54,7.01
1326,The Fox in the Forest Duet,7.13
1327,Omen: A Reign of War,7.33
1328,Scotland Yard,6.51
1329,Ishtar: Gardens of Babylon,7.08
1330,High Frontier,7.37
1331,Cahoots,7.17
1332,Eight-Minute Empire,6.57
1333,La Cosa Nostra,7.67
1334,Escape the Dark Castle,7.50
1335,In the Shadow of the Emperor,6.87
1336,Witchstone,7.75
1337,My Village,6.94
1338,Tussie Mussie,6.96
1339,Wildcatters,7.61
1340,Lockup: A Roll Player Tale,7.37
1341,Unmatched: Little Red Riding Hood vs. Beowulf,8.40
1342,1856: Railroading in Upper Canada from 1856,7.51
1343,Bargain Quest,6.94
1344,Renegade,7.74
1345,Stephenson's Rocket,6.90
1346,Happy Salmon,6.73
1347,The Scepter of Zavandor,6.97
1348,Power Grid: The First Sparks,6.79
1349,Backgammon,6.54
1350,Illusion,6.77
1351,Pixel Tactics,6.88
1352,Ticket to Ride: Germany,7.61
1353,Space Crusade,7.03
1354,BANG!,6.51
1355,Havana,6.85
1356,Yukon Airways,7.44
1357,Dragonfire,7.22
1358,Kashgar: Merchants of the Silk Road,7.08
1359,Exit: The Game – The Catacombs of Horror,7.40
1360,Giants,6.97
1361,Codex: Card-Time Strategy – Deluxe Set,8.04
1362,Ascension: Immortal Heroes,7.33
1363,The Rose King,6.81
1364,Mü & More,7.15
1365,Empire Builder,6.95
1366,Doomtown: Reloaded,7.13
1367,Masmorra: Dungeons of Arcadia,7.05
1368,Aeon's End: Outcasts,8.72
1369,Junta,6.69
1370,Magic Realm,7.22
1371,Aftermath,7.80
1372,The Artemis Project,7.30
1373,I'm the Boss!,6.78
1374,Super Fantasy Brawl,7.80
1375,Spyfall 2,6.95
1376,Olympos,6.91
1377,Expedition to Newdale,7.48
1378,Aquaretto,6.98
1379,Ad Astra,6.87
1380,Wars of the Roses: Lancaster vs. York,7.35
1381,Neanderthal,7.33
1382,Planet,6.74
1383,CV,6.61
1384,Pueblo,6.94
1385,Ingenious: Travel Edition,7.09
1386,Oceanos,6.84
1387,Age of Renaissance,7.10
1388,The Civil War 1861-1865,7.72
1389,Hit Z Road,6.77
1390,Indigo,6.84
1391,Walnut Grove,6.98
1392,Hab & Gut,7.09
1393,Call of Cthulhu: The Card Game,6.91
1394,Khôra: Rise of an Empire,7.59
1395,Risk 2210 A.D.,6.69
1396,Unconditional Surrender! World War 2 in Europe,8.19
1397,Puzzle Strike: Third Edition,7.22
1398,Arctic Scavengers,6.83
1399,Exit: The Game – The Forbidden Castle,6.85
1400,The New Era,7.50
1401,Warhammer Quest: Blackstone Fortress,7.92
1402,Welcome Back to the Dungeon,6.76
1403,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,7.90
1404,Tiny Epic Kingdoms,6.58
1405,The 7th Continent: Classic Edition,7.84
1406,Shogi,7.37
1407,Unlock!: Secret Adventures – The Adventurers of Oz,7.43
1408,Ogre,6.96
1409,Indian Summer,6.79
1410,Dice Settlers,6.96
1411,Pirate's Cove,6.57
1412,Navajo Wars,7.97
1413,Fireteam Zero,7.52
1414,Revolution!,6.72
1415,Aerion,7.43
1416,Bloodborne: The Card Game,6.90
1417,The Climbers,6.82
1418,Himalaya,7.00
1419,Rise of Empires,7.03
1420,Power Struggle,6.98
1421,SHŌBU,7.59
1422,Piepmatz,7.13
1423,Infinity Gauntlet: A Love Letter Game,7.12
1424,Thanos Rising: Avengers Infinity War,7.16
1425,World in Flames,7.60
1426,Kingdoms,6.64
1427,Android,6.74
1428,CloudAge,7.43
1429,Successors (Third Edition),7.53
1430,Ys,6.89
1431,Mystery of the Abbey,6.54
1432,Tortuga 1667,6.95
1433,Legendary Encounters: A Firefly Deck Building Game,7.13
1434,Regicide,7.56
1435,City of Iron,7.19
1436,GKR: Heavy Hitters,7.66
1437,Oregon,6.76
1438,RAF: The Battle of Britain 1940,7.99
1439,The Red Dragon Inn 2,6.91
1440,The Bottle Imp,6.74
1441,Aristeia!,8.30
1442,On the Underground,6.90
1443,A Study in Emerald (Second Edition),6.92
1444,The Lord of the Ice Garden,7.64
1445,Axis & Allies,6.70
1446,Gingerbread House,7.02
1447,"Artifacts, Inc.",6.78
1448,Dinosaur Island: Rawr 'n Write,7.92
1449,A House Divided: War Between the States 1861-65,7.07
1450,PitchCar Mini,6.96
1451,Beyond Balderdash,6.82
1452,Battle Cry: 150th Civil War Anniversary Edition,7.63
1453,The Great Dalmuti,6.57
1454,Gulo Gulo,6.83
1455,Unlock!: Mystery Adventures – The House on the Hill,7.03
1456,Timeline: Discoveries,6.72
1457,Warfighter: The Tactical Special Forces Card Game,7.70
1458,Skulk Hollow,7.40
1459,51st State,6.81
1460,Wild Space,7.37
1461,Similo,6.87
1462,The Ancient World,7.00
1463,Capital Lux,7.04
1464,Otys,7.00
1465,Star Wars: Unlock!,7.11
1466,Samurai Spirit,6.64
1467,Pergamon: Second Edition,6.89
1468,World of Warcraft: The Boardgame,6.68
1469,Empires in Arms,7.61
1470,Transatlantic,7.09
1471,Drop It,6.92
1472,Marrakech,6.68
1473,Mordheim: City of the Damned,7.31
1474,Strike,6.86
1475,Mind MGMT: The Psychic Espionage “Game.”,8.13
1476,Habitats,7.34
1477,Jungle Speed,6.50
1478,Leonardo da Vinci,6.74
1479,The Great Heartland Hauling Co.,6.88
1480,Las Vegas Royale,7.44
1481,Ave Caesar,6.63
1482,Trapwords,6.98
1483,Love Letter: Adventure Time,7.23
1484,New York Slice,6.73
1485,Infinity,8.10
1486,Pendragon: The Fall of Roman Britain,7.96
1487,König von Siam,6.91
1488,SET,6.49
1489,Space Cadets: Dice Duel,6.77
1490,The King Is Dead,7.14
1491,Helvetia,6.98
1492,Ascension: Rise of Vigil,7.16
1493,Nanty Narking,7.58
1494,Flip Ships,7.03
1495,DC Comics Dice Masters: Justice League,7.32
1496,Mangrovia,7.16
1497,Kamisado,6.92
1498,Galaxy Trucker,7.77
1499,Adventure Games: The Dungeon,7.03
1500,Forge War,7.23
1501,Project: ELITE,7.63
1502,Star Trek: Attack Wing,7.50
1503,Adventure Land,6.91
1504,1817,8.69
1505,New Bedford,7.08
1506,Evo (Second Edition),6.94
1507,Bios: Megafauna (Second Edition),7.69
1508,Codex Naturalis,7.23
1509,The Ancient World (Second Edition),7.61
1510,Altar Quest,7.90
1511,Pavlov's House,7.96
1512,Smash Up: The Obligatory Cthulhu Set,6.75
1513,Roll Player Adventures,8.47
1514,Carcassonne: Amazonas,7.08
1515,Exodus: Proxima Centauri,7.16
1516,Nefertiti,6.99
1517,Axis & Allies,6.56
1518,The Adventurers: The Temple of Chac,6.60
1519,Krosmaster: Arena,6.74
1520,La Boca,6.98
1521,Dungeons & Dragons Dice Masters: Battle for Faerûn,7.25
1522,A Victory Lost: Crisis in Ukraine 1942-1943,7.67
1523,Hare & Tortoise,6.62
1524,Babel,6.65
1525,Favor of the Pharaoh,6.79
1526,Sorcerer City,7.53
1527,Wooden Ships & Iron Men,7.06
1528,Wits & Wagers Party,6.91
1529,Key Flow,7.41
1530,Timeline: Music & Cinema,6.73
1531,Duplik,6.98
1532,Sluff Off!,6.87
1533,Strat-O-Matic Baseball,7.80
1534,Time's Up! Edición Amarilla,7.49
1535,Big City,6.86
1536,Smash Up: Cease and Desist,7.47
1537,Campy Creatures,7.07
1538,Tempel des Schreckens,7.10
1539,Kitchen Rush (Revised Edition),7.66
1540,Xiangqi,7.12
1541,Trambahn,6.95
1542,Steam Time,7.11
1543,Imaginarium,7.19
1544,Steel Driver,6.97
1545,Pictures,7.20
1546,Historia,6.88
1547,Rune Stones,7.28
1548,Welcome to the Moon,8.24
1549,Antike Duellum,7.07
1550,Niagara,6.47
1551,Felicity: The Cat in the Sack,6.57
1552,Breakout: Normandy,7.68
1553,A Game of Thrones: Hand of the King,6.67
1554,Unlock!: Mystery Adventures – The Tonipal's Treasure,7.03
1555,Dungeon Degenerates: Hand of Doom,8.24
1556,Fjords,6.74
1557,The Russian Campaign,7.30
1558,Diamonds Club,7.04
1559,John Company,7.45
1560,Battle Line: Medieval,7.72
1561,Treasure Hunter,6.77
1562,Curious Cargo,7.29
1563,Québec,7.13
1564,"Napoléon: The Waterloo Campaign, 1815",7.36
1565,The Red Dragon Inn,6.56
1566,Europe Engulfed: WWII European Theatre Block Game,7.47
1567,Love Letter: The Hobbit – The Battle of the Five Armies,7.11
1568,Edo,7.07
1569,Bruxelles 1897,7.30
1570,Trekking the World,7.12
1571,Monolith Arena,7.57
1572,Pax Pamir,7.50
1573,Clans,6.56
1574,The Expanse Board Game,7.20
1575,Ubongo 3D,7.10
1576,A Castle for All Seasons,6.73
1577,Carcassonne Junior,6.69
1578,Sanctum,7.14
1579,Path of Light and Shadow,7.43
1580,Battle Sheep,6.62
1581,Expedition: Northwest Passage,6.98
1582,The Quest for El Dorado: The Golden Temples,7.78
1583,Legend of the Five Rings,7.15
1584,Odin's Ravens,6.65
1585,The Great Wall,7.98
1586,Theseus: The Dark Orbit,7.06
1587,Ra: The Dice Game,6.78
1588,Cold War: CIA vs KGB,6.63
1589,Ground Floor,7.02
1590,Time's Up! Edición Azul,7.33
1591,1849: The Game of Sicilian Railways,8.23
1592,Royal Palace,6.87
1593,Founding Fathers,6.96
1594,Carrom,7.06
1595,Tsuro of the Seas,6.54
1596,Moonrakers,7.93
1597,Dice Throne,7.82
1598,Virus!,6.75
1599,Spirits of the Forest,6.89
1600,Talisman: Revised 4th Edition,6.52
1601,Château Roquefort,6.84
1602,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,7.25
1603,Iwari,7.22
1604,Eurorails,7.09
1605,Thunderstone Advance: Numenera,7.29
1606,Reykholt,6.74
1607,Tiny Epic Western,6.66
1608,Cross Clues,7.41
1609,Miyabi,7.53
1610,Renature,7.28
1611,Normandy '44,7.90
1612,"Colonial Twilight: The French-Algerian War, 1954-62",7.79
1613,Holmes: Sherlock & Mycroft,6.83
1614,Machi Koro Legacy,7.02
1615,Chocolate Factory,7.16
1616,Warhammer Underworlds: Nightvault,7.86
1617,Heroscape Marvel: The Conflict Begins,7.02
1618,Carcassonne: Gold Rush,7.16
1619,Mare Nostrum,6.72
1620,Paranormal Detectives,7.11
1621,Warhammer: Diskwars,7.07
1622,Race! Formula 90,7.98
1623,LYNGK,7.60
1624,Arena: Roma II,6.87
1625,Nautilion,7.23
1626,Field Commander: Napoleon,7.72
1627,The Bridges of Shangri-La,6.80
1628,Nyet!,6.78
1629,Sol: Last Days of a Star,7.57
1630,Zombie Teenz Evolution,7.89
1631,Sherlock Holmes Consulting Detective: The Baker Street Irregulars,8.52
1632,Wits & Wagers Family,6.92
1633,Seeland,6.91
1634,Egizia: Shifting Sands,7.61
1635,Agropolis,7.60
1636,Marvel Dice Masters: Age of Ultron,7.24
1637,Duel of Ages II,7.41
1638,Bootleggers,6.69
1639,The Rise of Queensdale,7.51
1640,Sanssouci,7.13
1641,Hoity Toity,6.52
1642,Anomia,6.66
1643,SPQR (Deluxe Edition),8.02
1644,La Granja: No Siesta,6.80
1645,Ride the Rails,7.28
1646,Petrichor,6.98
1647,Coal Baron: The Great Card Game,7.11
1648,6 nimmt! 25 Jahre,7.44
1649,Terramara,7.35
